text,label
"And like berries on the vine
It gets sweeter all the time
We're in this love together
We got the kind that lasts forever
",3
"And like berries on the vine
It gets sweeter all the time
We're in this love together
We got the kind that lasts forever
",3
"And like berries on the vine
It gets sweeter all the time
We're in this love together
We got the kind that lasts forever
",3
"And like berries on the vine
It gets sweeter all the time
We're in this love together
We got the kind that lasts forever
",3
"And like berries on the vine
It gets sweeter all the time
We're in this love together
We got the kind that lasts forever
",3
"And like berries on the vine
It gets sweeter all the time
We're in this love together
We got the kind that lasts forever
",3
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"I'm faded
I'm faded
So lost, I'm faded
I'm faded ~~~
",0
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind on my sail in t he sea stays behind me
",3
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Then leave us alone, cause we don't need your policies
We have no apologies for being...
Find me where the wild things are
We'll be alright, don't mind us, yeah
",0
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"Wooooh-oh-oh-oh-oh-oh
(Haha, ain't nothin' gon' stop that)
(We just gon' keep going and going)
Wooooh-oh-oh-oh-oh-oh
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"High like the waves
We'll rise up
In spite of the ache
We'll rise up
",2
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"Now all I see is you with fresh eyes, fresh eyes
So suddenly I'm in love with a stranger
I can't believe that she's mine, yeah
And now all I see is you with fresh eyes, fresh eyes
",3
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"There'll be much mistletoe-ing and hearts will be glowing
When love ones are near
It's the most wonderful time It's the most wonderful time
It's the most wonderful time of the year
",0
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"I see your true colors
And that's why I love you
So don't be afraid to let them show
Your true colors
",3
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Rewinding the picture
There goes the alarm and the sirens go
There goes the alarm
There goes the alarm
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
"Ciao adios, I'm done (I'm done)
Ciao adios, I'm done (you get on with your life, I'll get on with my life)
Ciao adios, I'm, I'm done
If you're not giving all of your money and time
",0
